provincia,localidad,empresabandera,precio,mes,anio,latitud,longitud,geojson,region
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1616,10,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1795,12,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1419,8,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1428,8,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1674,11,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1575,9,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1632,10,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1580,9,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1699,11,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1811,12,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1442,8,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1736,11,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1361,6,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1743,11,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1398,7,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1592,9,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1470,8,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1494,8,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1759,11,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
CORDOBA,VILLA GRAL. BELGRANO,SHELL C.A.P.S.A.,1532,8,2025,-31983472,-64551385,"{""type"":""Point"",""coordinates"":[-64.551385,-31.983472]}",Centro
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1236,6,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1293,7,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1652,12,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1429,9,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1520,11,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1475,10,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1349,8,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1491,10,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1629,12,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1592,11,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1326,7,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1406,8,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1457,9,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1622,11,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,SAN MIGUEL DE TUCUMAN,GULF,1498,10,2025,-2680341,-6520424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1265,2,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1289,3,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1327,6,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1544,9,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1607,10,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1323,4,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1312,5,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1223,1,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1771,12,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1669,11,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1393,6,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1590,9,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
TUCUMAN,LOS NOGALES,SHELL C.A.P.S.A.,1442,7,2025,-26747041,-6521769,"{""type"":""Point"",""coordinates"":[-65.21769,-26.747041]}",NOA
BUENOS AIRES,GDOR. CASTRO,BLANCA,1350,4,2025,-33657144,-5987083,"{""type"":""Point"",""coordinates"":[-59.87083,-33.657144]}",Centro
BUENOS AIRES,GDOR. CASTRO,BLANCA,1310,1,2025,-33657144,-5987083,"{""type"":""Point"",""coordinates"":[-59.87083,-33.657144]}",Centro
BUENOS AIRES,GDOR. CASTRO,BLANCA,1390,2,2025,-33657144,-5987083,"{""type"":""Point"",""coordinates"":[-59.87083,-33.657144]}",Centro
BUENOS AIRES,GDOR. CASTRO,BLANCA,1420,7,2025,-33657144,-5987083,"{""type"":""Point"",""coordinates"":[-59.87083,-33.657144]}",Centro
BUENOS AIRES,GDOR. CASTRO,BLANCA,1330,3,2025,-33657144,-5987083,"{""type"":""Point"",""coordinates"":[-59.87083,-33.657144]}",Centro
BUENOS AIRES,GDOR. CASTRO,BLANCA,1670,11,2025,-33657144,-5987083,"{""type"":""Point"",""coordinates"":[-59.87083,-33.657144]}",Centro
BUENOS AIRES,GDOR. CASTRO,BLANCA,1592,10,2025,-33657144,-5987083,"{""type"":""Point"",""coordinates"":[-59.87083,-33.657144]}",Centro
BUENOS AIRES,GDOR. CASTRO,BLANCA,1790,12,2025,-33657144,-5987083,"{""type"":""Point"",""coordinates"":[-59.87083,-33.657144]}",Centro
BUENOS AIRES,GDOR. CASTRO,BLANCA,1545,9,2025,-33657144,-5987083,"{""type"":""Point"",""coordinates"":[-59.87083,-33.657144]}",Centro
BUENOS AIRES,GDOR. CASTRO,BLANCA,1515,8,2025,-33657144,-5987083,"{""type"":""Point"",""coordinates"":[-59.87083,-33.657144]}",Centro
BUENOS AIRES,GDOR. CASTRO,BLANCA,1620,10,2025,-33657144,-5987083,"{""type"":""Point"",""coordinates"":[-59.87083,-33.657144]}",Centro
BUENOS AIRES,MORON,AXION,1189,1,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1249,6,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1349,8,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1237,5,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1282,7,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1229,2,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1199,1,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1399,9,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1239,3,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1539,11,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1259,4,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1549,11,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1499,10,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1699,12,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1419,9,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1509,10,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1319,6,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1439,9,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1679,12,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,MORON,AXION,1679,11,2025,-346462,-58622454,"{""type"":""Point"",""coordinates"":[-58.622454,-34.6462]}",Centro
BUENOS AIRES,LA MATANZA,SHELL C.A.P.S.A.,1699,12,2025,-3473422,-58519629,"{""type"":""Point"",""coordinates"":[-58.519629,-34.73422]}",Centro
BUENOS AIRES,LA MATANZA,SHELL C.A.P.S.A.,1225,1,2025,-3473422,-58519629,"{""type"":""Point"",""coordinates"":[-58.519629,-34.73422]}",Centro
BUENOS AIRES,LA MATANZA,SHELL C.A.P.S.A.,1314,6,2025,-3473422,-58519629,"{""type"":""Point"",""coordinates"":[-58.519629,-34.73422]}",Centro
BUENOS AIRES,LA MATANZA,SHELL C.A.P.S.A.,1237,1,2025,-3473422,-58519629,"{""type"":""Point"",""coordinates"":[-58.519629,-34.73422]}",Centro
BUENOS AIRES,LA MATANZA,SHELL C.A.P.S.A.,1573,11,2025,-3473422,-58519629,"{""type"":""Point"",""coordinates"":[-58.519629,-34.73422]}",Centro
BUENOS AIRES,LA MATANZA,SHELL C.A.P.S.A.,1288,3,2025,-3473422,-58519629,"{""type"":""Point"",""coordinates"":[-58.519629,-34.73422]}",Centro
BUENOS AIRES,LA MATANZA,SHELL C.A.P.S.A.,1530,10,2025,-3473422,-58519629,"{""type"":""Point"",""coordinates"":[-58.519629,-34.73422]}",Centro
BUENOS AIRES,LA MATANZA,SHELL C.A.P.S.A.,1299,5,2025,-3473422,-58519629,"{""type"":""Point"",""coordinates"":[-58.519629,-34.73422]}",Centro
BUENOS AIRES,LA MATANZA,SHELL C.A.P.S.A.,1429,8,2025,-3473422,-58519629,"{""type"":""Point"",""coordinates"":[-58.519629,-34.73422]}",Centro
BUENOS AIRES,LA MATANZA,SHELL C.A.P.S.A.,1598,11,2025,-3473422,-58519629,"{""type"":""Point"",""coordinates"":[-58.519629,-34.73422]}",Centro
BUENOS AIRES,LA MATANZA,SHELL C.A.P.S.A.,1380,6,2025,-3473422,-58519629,"{""type"":""Point"",""coordinates"":[-58.519629,-34.73422]}",Centro
BUENOS AIRES,TANDIL,GULF,1248,2,2025,-3731345,-5911282,"{""type"":""Point"",""coordinates"":[-59.11282,-37.31345]}",Centro
BUENOS AIRES,TANDIL,GULF,1272,3,2025,-3731345,-5911282,"{""type"":""Point"",""coordinates"":[-59.11282,-37.31345]}",Centro
BUENOS AIRES,TANDIL,GULF,1294,4,2025,-3731345,-5911282,"{""type"":""Point"",""coordinates"":[-59.11282,-37.31345]}",Centro
BUENOS AIRES,TANDIL,GULF,1268,5,2025,-3731345,-5911282,"{""type"":""Point"",""coordinates"":[-59.11282,-37.31345]}",Centro
BUENOS AIRES,TANDIL,GULF,1285,6,2025,-3731345,-5911282,"{""type"":""Point"",""coordinates"":[-59.11282,-37.31345]}",Centro
BUENOS AIRES,TANDIL,GULF,1222,1,2025,-3731345,-5911282,"{""type"":""Point"",""coordinates"":[-59.11282,-37.31345]}",Centro
BUENOS AIRES,TANDIL,GULF,1271,5,2025,-3731345,-5911282,"{""type"":""Point"",""coordinates"":[-59.11282,-37.31345]}",Centro
MENDOZA,VILLA NUEVA,SHELL C.A.P.S.A.,1248,4,2025,-3289659,-6880982,"{""type"":""Point"",""coordinates"":[-68.80982,-32.89659]}",Cuyo/Comahue
MENDOZA,VILLA NUEVA,SHELL C.A.P.S.A.,1238,5,2025,-3289659,-6880982,"{""type"":""Point"",""coordinates"":[-68.80982,-32.89659]}",Cuyo/Comahue
MENDOZA,VILLA NUEVA,SHELL C.A.P.S.A.,1167,1,2025,-3289659,-6880982,"{""type"":""Point"",""coordinates"":[-68.80982,-32.89659]}",Cuyo/Comahue
MENDOZA,VILLA NUEVA,SHELL C.A.P.S.A.,1223,3,2025,-3289659,-6880982,"{""type"":""Point"",""coordinates"":[-68.80982,-32.89659]}",Cuyo/Comahue
MENDOZA,VILLA NUEVA,SHELL C.A.P.S.A.,1480,9,2025,-3289659,-6880982,"{""type"":""Point"",""coordinates"":[-68.80982,-32.89659]}",Cuyo/Comahue
MENDOZA,VILLA NUEVA,SHELL C.A.P.S.A.,1199,1,2025,-3289659,-6880982,"{""type"":""Point"",""coordinates"":[-68.80982,-32.89659]}",Cuyo/Comahue
SALTA,SALTA,SHELL C.A.P.S.A.,1210,1,2025,-2477095,-65397606,"{""type"":""Point"",""coordinates"":[-65.397606,-24.77095]}",NOA
SALTA,SALTA,SHELL C.A.P.S.A.,1268,2,2025,-2477095,-65397606,"{""type"":""Point"",""coordinates"":[-65.397606,-24.77095]}",NOA
SALTA,SALTA,SHELL C.A.P.S.A.,1293,3,2025,-2477095,-65397606,"{""type"":""Point"",""coordinates"":[-65.397606,-24.77095]}",NOA
SALTA,SALTA,SHELL C.A.P.S.A.,1323,4,2025,-2477095,-65397606,"{""type"":""Point"",""coordinates"":[-65.397606,-24.77095]}",NOA
SALTA,SALTA,SHELL C.A.P.S.A.,1442,8,2025,-2477095,-65397606,"{""type"":""Point"",""coordinates"":[-65.397606,-24.77095]}",NOA
SALTA,SALTA,SHELL C.A.P.S.A.,1312,5,2025,-2477095,-65397606,"{""type"":""Point"",""coordinates"":[-65.397606,-24.77095]}",NOA
SALTA,SALTA,SHELL C.A.P.S.A.,1327,6,2025,-2477095,-65397606,"{""type"":""Point"",""coordinates"":[-65.397606,-24.77095]}",NOA
SALTA,SALTA,SHELL C.A.P.S.A.,1232,1,2025,-2477095,-65397606,"{""type"":""Point"",""coordinates"":[-65.397606,-24.77095]}",NOA
SALTA,SALTA,SHELL C.A.P.S.A.,1449,8,2025,-2477095,-65397606,"{""type"":""Point"",""coordinates"":[-65.397606,-24.77095]}",NOA
SALTA,SALTA,SHELL C.A.P.S.A.,1393,6,2025,-2477095,-65397606,"{""type"":""Point"",""coordinates"":[-65.397606,-24.77095]}",NOA
SALTA,SALTA,SHELL C.A.P.S.A.,1421,7,2025,-2477095,-65397606,"{""type"":""Point"",""coordinates"":[-65.397606,-24.77095]}",NOA
MENDOZA,RIVADAVIA,BLANCA,1280,2,2025,-3319083,-6846674,"{""type"":""Point"",""coordinates"":[-68.46674,-33.19083]}",Cuyo/Comahue
MENDOZA,RIVADAVIA,BLANCA,1420,7,2025,-3319083,-6846674,"{""type"":""Point"",""coordinates"":[-68.46674,-33.19083]}",Cuyo/Comahue
MENDOZA,RIVADAVIA,BLANCA,1310,4,2025,-3319083,-6846674,"{""type"":""Point"",""coordinates"":[-68.46674,-33.19083]}",Cuyo/Comahue
MENDOZA,RIVADAVIA,BLANCA,1340,6,2025,-3319083,-6846674,"{""type"":""Point"",""coordinates"":[-68.46674,-33.19083]}",Cuyo/Comahue
MENDOZA,RIVADAVIA,BLANCA,1250,1,2025,-3319083,-6846674,"{""type"":""Point"",""coordinates"":[-68.46674,-33.19083]}",Cuyo/Comahue
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1260,1,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1299,2,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1350,4,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1354,6,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1472,8,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1786,12,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1339,5,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1326,3,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1533,9,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1799,12,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1611,10,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1630,10,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1670,11,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1553,9,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1476,8,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1581,9,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1422,6,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1816,12,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1593,9,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1514,8,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
SANTA FE,ROLDAN,SHELL C.A.P.S.A.,1599,9,2025,-32904624,-60913002,"{""type"":""Point"",""coordinates"":[-60.913002,-32.904624]}",Centro
RIO NEGRO,SIERRA GRANDE,AXION,1044,3,2025,-4161276,-65353525,"{""type"":""Point"",""coordinates"":[-65.353525,-41.61276]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,AXION,1062,4,2025,-4161276,-65353525,"{""type"":""Point"",""coordinates"":[-65.353525,-41.61276]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,AXION,1046,5,2025,-4161276,-65353525,"{""type"":""Point"",""coordinates"":[-65.353525,-41.61276]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,AXION,1062,6,2025,-4161276,-65353525,"{""type"":""Point"",""coordinates"":[-65.353525,-41.61276]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,AXION,1114,7,2025,-4161276,-65353525,"{""type"":""Point"",""coordinates"":[-65.353525,-41.61276]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,AXION,1157,8,2025,-4161276,-65353525,"{""type"":""Point"",""coordinates"":[-65.353525,-41.61276]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,AXION,1021,2,2025,-4161276,-65353525,"{""type"":""Point"",""coordinates"":[-65.353525,-41.61276]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,AXION,1109,7,2025,-4161276,-65353525,"{""type"":""Point"",""coordinates"":[-65.353525,-41.61276]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,AXION,998,1,2025,-4161276,-65353525,"{""type"":""Point"",""coordinates"":[-65.353525,-41.61276]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,AXION,1049,5,2025,-4161276,-65353525,"{""type"":""Point"",""coordinates"":[-65.353525,-41.61276]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,AXION,1263,9,2025,-4161276,-65353525,"{""type"":""Point"",""coordinates"":[-65.353525,-41.61276]}",Cuyo/Comahue
RIO NEGRO,SIERRA GRANDE,AXION,1257,8,2025,-4161276,-65353525,"{""type"":""Point"",""coordinates"":[-65.353525,-41.61276]}",Cuyo/Comahue
SANTA FE,ROLDAN,PUMA,1388,8,2025,-32923872,-609118,"{""type"":""Point"",""coordinates"":[-60.9118,-32.923872]}",Centro
SANTA FE,ROLDAN,PUMA,1303,4,2025,-32923872,-609118,"{""type"":""Point"",""coordinates"":[-60.9118,-32.923872]}",Centro
SANTA FE,ROLDAN,PUMA,1445,9,2025,-32923872,-609118,"{""type"":""Point"",""coordinates"":[-60.9118,-32.923872]}",Centro
SANTA FE,ROLDAN,PUMA,1277,5,2025,-32923872,-609118,"{""type"":""Point"",""coordinates"":[-60.9118,-32.923872]}",Centro
SANTA FE,ROLDAN,PUMA,1229,1,2025,-32923872,-609118,"{""type"":""Point"",""coordinates"":[-60.9118,-32.923872]}",Centro
SANTA FE,ROLDAN,PUMA,1296,6,2025,-32923872,-609118,"{""type"":""Point"",""coordinates"":[-60.9118,-32.923872]}",Centro
SANTA FE,ROLDAN,PUMA,1396,7,2025,-32923872,-609118,"{""type"":""Point"",""coordinates"":[-60.9118,-32.923872]}",Centro
CAPITAL FEDERAL,CAPITAL FEDERAL,YPF,1151,2,2025,-3464713,-5850761,"{""type"":""Point"",""coordinates"":[-58.50761,-34.64713]}",Centro
CAPITAL FEDERAL,CAPITAL FEDERAL,YPF,1173,3,2025,-3464713,-5850761,"{""type"":""Point"",""coordinates"":[-58.50761,-34.64713]}",Centro
CAPITAL FEDERAL,CAPITAL FEDERAL,YPF,1194,4,2025,-3464713,-5850761,"{""type"":""Point"",""coordinates"":[-58.50761,-34.64713]}",Centro
CAPITAL FEDERAL,CAPITAL FEDERAL,YPF,1170,5,2025,-3464713,-5850761,"{""type"":""Point"",""coordinates"":[-58.50761,-34.64713]}",Centro
CAPITAL FEDERAL,CAPITAL FEDERAL,YPF,1186,6,2025,-3464713,-5850761,"{""type"":""Point"",""coordinates"":[-58.50761,-34.64713]}",Centro
CAPITAL FEDERAL,CAPITAL FEDERAL,YPF,1245,7,2025,-3464713,-5850761,"{""type"":""Point"",""coordinates"":[-58.50761,-34.64713]}",Centro
CAPITAL FEDERAL,CAPITAL FEDERAL,YPF,1403,10,2025,-3464713,-5850761,"{""type"":""Point"",""coordinates"":[-58.50761,-34.64713]}",Centro
